user_id,email,first_name,last_name,age,gender,country,state_province,city,subscription_plan,subscription_start_date,is_active,monthly_spend,primary_device,household_size,created_at,total_watch_time,avg_watch_time,total_sessions,unique_movies,avg_completion,sessions_per_day,total_searches,unique_searches,avg_search_time,total_reviews,avg_sentiment,helpful_votes,last_activity,days_since_last_activity,churn
user_04925,darius11@example.com,Jared,Pena,38.0,Male,USA,Texas,East Abigailshire,premium,2022-12-14,True,0.0,Desktop,1.0,2024-01-27 05:07:51.957719,269.20000000000005,67.30000000000001,6,6,26.266666666666666,0.013100436681222707,3.0,3.0,23.233333333333334,1.0,0.145,0.0,2025-06-22,192,1
user_04926,schmidtjerry@example.org,Jeffrey,Cole,51.0,Female,Canada,Newfoundland and Labrador,Port Melissaton,standard,2024-09-13,True,9.86,Mobile,1.0,2024-12-04 08:11:18.566236,655.7,54.64166666666667,13,13,55.24545454545455,0.019461077844311378,3.0,3.0,18.95,1.0,0.339,2.0,2025-11-11,50,1
user_04927,fallison@example.net,Paul,Zuniga,70.0,Male,USA,Missouri,West Amandahaven,premium+,2023-09-05,True,19.46,Desktop,3.0,2023-02-20 07:42:39.241717,883.5,67.96153846153847,13,13,51.054545454545455,0.019667170953101363,2.0,2.0,12.149999999999999,3.0,0.47433333333333333,3.0,2025-12-26,5,0
user_04928,lyonserin@example.net,Nancy,Marks,42.0,Male,Canada,Saskatchewan,South Edwardland,premium,2024-02-15,False,0.72,Mobile,1.0,2023-10-29 07:49:04.287403,159.6,26.599999999999998,7,7,36.42857142857143,0.012216404886561954,3.0,3.0,12.9,0.0,0.671,3.0,2025-08-28,125,1
user_04929,kingteresa@example.org,Marvin,Fernandez,51.0,0,USA,California,East Coreyville,premium,2022-08-11,True,7.82,Smart TV,6.0,2024-04-30 11:54:44.370168,935.3,77.94166666666666,14,14,60.050000000000004,0.01977401129943503,3.0,3.0,27.366666666666664,2.0,0.602,8.0,2025-12-27,4,0
user_04930,yprice@example.com,Patricia,Wilkinson,47.0,Female,USA,Indiana,Beardview,premium,2025-06-16,True,37.23,Mobile,2.0,2023-03-06 12:33:30.499516,210.3,30.042857142857144,9,9,66.82499999999999,0.0141287284144427,3.0,3.0,34.45,1.0,0.76,5.0,2025-11-11,50,1
user_04932,jerry23@example.net,Michael,Washington,23.0,Male,USA,Virginia,Jacksonville,standard,2024-12-23,True,23.27,Desktop,2.0,2024-03-09 22:49:26.848325,705.7,64.15454545454546,13,13,52.73846153846154,0.025193798449612403,3.0,3.0,17.866666666666667,2.0,0.497,6.0,2025-06-05,209,1
user_04933,katherine60@example.com,Angela,Chavez,40.0,Male,USA,Tennessee,East Cassandraview,basic,2025-05-04,True,17.31,Smart TV,2.0,2022-11-14 18:52:48.642686,442.6,44.260000000000005,11,11,53.27777777777778,0.0171606864274571,3.0,3.0,43.333333333333336,1.0,0.753,0.0,2025-10-24,68,1
user_04934,denise80@example.com,Mary,Harper,44.0,Male,USA,Texas,North Stephanie,basic,2024-07-02,True,18.07,Gaming Console,3.0,2024-05-17 02:00:19.854580,427.7,61.1,7,7,55.9,0.013084112149532711,1.0,1.0,4.9,0.0,0.0,0.0,2025-08-17,136,1
user_04935,pamelarodriguez@example.com,Kristine,Hunter,24.0,Male,Canada,Quebec,Monicatown,standard,2025-07-14,True,11.61,Mobile,0.0,2023-06-26 23:31:41.531147,699.5,49.964285714285715,15,15,51.38,0.021037868162692847,0.0,0.0,0.0,1.0,0.56,1.0,2025-12-21,10,0
user_04936,mooremike@example.com,Matthew,Winters,24.0,Male,USA,North Carolina,Amberhaven,premium,2024-04-16,True,14.88,Laptop,3.0,2024-03-03 01:16:33.110589,393.0,78.6,7,7,54.17142857142857,0.014613778705636743,2.0,2.0,14.2,1.0,0.535,2.0,2025-12-04,27,0
user_04937,scottjessica@example.org,Carol,Matthews,24.0,Female,USA,Illinois,West Anita,premium,2024-09-24,False,19.62,Smart TV,2.0,2024-11-01 15:03:31.626812,706.6,47.10666666666667,15,15,52.48571428571428,0.025252525252525252,0.0,0.0,0.0,2.0,0.47766666666666663,9.0,2025-09-29,93,1
user_04938,melissaharris@example.org,Arthur,Romero,15.0,Male,Canada,British Columbia,Port James,standard,2023-10-17,True,11.73,Laptop,1.0,2023-10-19 11:10:19.780613,1234.9,123.49000000000001,11,11,60.78888888888889,0.016717325227963525,2.0,2.0,16.45,0.0,0.0,0.0,2025-10-20,72,1
user_04939,emma62@example.org,Heather,Robinson,22.0,Male,USA,Florida,Apriltown,premium,2024-07-05,True,7.61,Laptop,2.0,2024-03-28 06:58:55.638478,597.5,66.38888888888889,10,10,66.19999999999999,0.015698587127158554,4.0,4.0,28.724999999999998,2.0,0.507,3.0,2025-12-08,23,0
user_04941,sawyerjennifer@example.net,William,Hanson,50.0,Male,Canada,Nova Scotia,Schwartzport,premium,2023-08-20,False,6.56,Gaming Console,2.0,2024-04-16 14:13:58.567338,271.9,54.379999999999995,5,5,39.425,0.01,1.0,1.0,26.8,1.0,0.71,4.0,2025-11-29,32,1
user_04942,breannayoung@example.com,Robert,Wolfe,29.0,Female,Canada,New Brunswick,Loriville,standard,2023-07-22,True,31.44,Smart TV,2.0,2024-03-05 01:30:31.383282,996.5,124.5625,9,9,43.455555555555556,0.014754098360655738,1.0,1.0,3.1,0.0,0.0,0.0,2025-10-15,77,1
user_04943,xcox@example.net,Lauren,Carter,33.0,Female,USA,Virginia,East Rachelville,premium,2023-06-19,False,7.16,Desktop,1.0,2022-10-02 09:47:02.729443,948.7,67.76428571428572,16,16,58.99285714285714,0.0285204991087344,5.0,5.0,19.066666666666666,0.0,0.0,0.0,2025-12-31,0,0
user_04944,grobinson@example.org,William,Tran,28.0,Female,Canada,British Columbia,West Jesse,standard,2022-12-14,True,0.0,Gaming Console,2.0,2023-04-17 22:24:16.931128,551.4,50.127272727272725,12,12,36.84166666666666,0.016713091922005572,1.0,1.0,6.6,1.0,0.581,0.0,2025-12-29,2,0
user_04946,dtapia@example.com,Jennifer,Rivas,39.0,Female,USA,Wisconsin,Jasminebury,premium,2024-06-09,True,11.37,Desktop,2.0,2023-08-16 07:33:00.711467,1585.8,113.27142857142857,15,15,48.33846153846154,0.032188841201716736,2.0,2.0,19.25,1.0,0.569,4.0,2025-07-03,181,1
user_04947,jessicadavis@example.net,Adam,Anderson,34.0,Male,USA,Missouri,Carrieborough,standard,2024-02-05,True,11.57,Gaming Console,4.0,2022-09-21 22:31:59.661488,536.6,48.78181818181818,11,11,42.86666666666666,0.0171606864274571,5.0,5.0,13.580000000000002,1.0,0.959,2.0,2025-10-17,75,1
user_04948,aharmon@example.com,Patrick,Dixon,44.0,Female,Canada,Manitoba,West Jessica,standard,2024-08-09,True,26.38,Mobile,4.0,2025-01-01 23:16:38.937413,563.1,80.44285714285715,7,7,38.199999999999996,0.013592233009708738,2.0,2.0,7.65,2.0,0.2445,4.0,2025-11-23,38,1
user_04949,khartman@example.net,Wesley,Horton,50.0,Male,Canada,New Brunswick,Evansbury,basic,2022-11-01,True,14.66,Tablet,2.0,2024-03-30 22:25:43.756770,285.7,57.14,8,8,43.762499999999996,0.014084507042253521,2.0,1.0,10.6,2.0,0.343,5.0,2025-12-29,2,0
user_04952,elizabeth90@example.org,Jennifer,Ayala,37.0,Female,USA,Arizona,Anthonyview,premium,2025-02-27,True,8.8,Desktop,2.0,2024-04-22 05:12:12.324736,705.8,88.225,10,10,54.65555555555555,0.019120458891013385,3.0,3.0,31.066666666666666,2.0,0.8235,4.0,2025-09-05,117,1
user_04953,bridget28@example.net,Angela,Snyder,23.0,Male,Canada,British Columbia,Sarahland,standard,2024-05-04,False,16.26,Tablet,2.0,2022-11-08 05:22:24.913870,206.6,51.65,4,4,44.775000000000006,0.01444043321299639,6.0,5.0,12.433333333333335,0.0,0.0,0.0,2024-12-30,366,1
user_04955,bishopcrystal@example.com,Eddie,Campbell,36.0,Female,USA,Ohio,Port Brett,premium,2025-02-04,True,0.0,Desktop,2.0,2025-04-11 02:23:36.792143,449.7,49.96666666666667,9,9,57.6875,0.013493253373313344,4.0,4.0,25.025,0.0,0.0,0.0,2025-12-18,13,0
user_04956,aortiz@example.com,Brett,Johnson,36.0,Female,USA,Pennsylvania,West Kristen,standard,2024-12-28,True,45.03,Mobile,2.0,2025-04-10 08:10:59.758579,302.3,37.7875,9,9,48.714285714285715,0.015437392795883362,2.0,2.0,32.9,1.0,0.681,3.0,2025-12-18,13,0
user_04957,willievaldez@example.com,Donald,Harrison,26.0,Male,Canada,Saskatchewan,Brentport,standard,2024-03-25,True,20.38,Mobile,4.0,2024-11-13 15:12:28.503181,374.8,62.46666666666667,9,9,48.8,0.018633540372670808,4.0,4.0,30.275,2.0,0.889,3.0,2025-08-17,136,1
user_04958,andrew42@example.net,Paul,Jones,51.0,Female,USA,Washington,Chavezmouth,premium+,2022-11-01,True,14.2,Mobile,4.0,2023-07-29 11:37:06.976235,587.2,48.93333333333334,13,13,49.48461538461538,0.02195945945945946,0.0,0.0,0.0,3.0,0.7526666666666667,9.0,2025-09-29,93,1
user_04959,kirbyanthony@example.org,Tyler,Torres,40.0,Female,Canada,Saskatchewan,Lake Michellefort,premium,2023-03-30,True,11.16,Smart TV,2.0,2023-10-04 23:30:14.507548,515.7,51.57000000000001,10,10,64.6,0.013966480446927373,1.0,1.0,23.7,0.0,0.0,0.0,2025-12-22,9,0
user_04960,tiffanysanchez@example.net,Daniel,Harris,23.0,Male,Canada,Saskatchewan,East Rebeccabury,standard,2025-07-17,True,24.04,Desktop,4.0,2025-03-23 20:39:10.473379,1367.4,124.30909090909091,11,11,47.66,0.023605150214592276,1.0,1.0,7.9,0.0,0.0,0.0,2025-05-14,231,1
user_04961,tanyanelson@example.net,Mark,Warner,50.0,Female,USA,Michigan,New Alexandra,standard,2022-08-22,False,14.6,Laptop,0.0,2023-07-03 06:29:22.487312,753.8,68.52727272727272,12,12,44.59090909090909,0.01929260450160772,1.0,1.0,3.9,2.0,0.6755,7.0,2025-10-13,79,1
user_04962,htorres@example.net,Daniel,Lozano,27.0,0,USA,Washington,South Tara,standard,2023-02-07,True,12.64,Mobile,3.0,2024-11-10 11:36:57.269232,495.3,70.75714285714285,8,8,29.166666666666668,0.013422818791946308,0.0,0.0,0.0,1.0,0.611,2.0,2025-09-21,101,1
user_04963,derrick14@example.com,Suzanne,Scott,38.0,Female,USA,Georgia,West Destinychester,premium,2025-02-27,True,6.14,Tablet,2.0,2025-05-03 09:44:35.106191,377.9,94.475,6,6,54.95000000000001,0.012320328542094456,5.0,4.0,21.0,0.0,0.0,0.0,2025-10-07,85,1
user_04965,victoria25@example.net,Mary,Mcpherson,18.0,Female,USA,Missouri,East Charleschester,standard,2023-09-10,True,13.07,Laptop,1.0,2023-04-28 02:59:45.055948,568.1,63.12222222222223,10,10,61.0625,0.015408320493066256,2.0,2.0,19.25,2.0,0.5015000000000001,4.0,2025-10-27,65,1
user_04966,courtneymiller@example.net,Brett,Carter,34.0,Female,Canada,Nova Scotia,North Seth,premium,2022-10-04,True,17.28,Laptop,1.0,2023-07-28 04:26:06.700408,244.89999999999998,61.224999999999994,5,5,40.725,0.009124087591240875,4.0,3.0,13.3,1.0,0.75,1.0,2025-11-24,37,1
user_04967,qcooper@example.org,Jesus,Gould,39.0,Female,USA,Virginia,Reeseberg,basic,2023-08-24,True,39.51,Smart TV,0.0,2024-10-03 03:33:20.064849,656.8,65.67999999999999,10,10,47.974999999999994,0.020366598778004074,2.0,2.0,23.0,2.0,0.753,5.0,2025-07-18,166,1
user_04968,scott46@example.com,Douglas,Garcia,19.0,Female,USA,Arizona,Lake Juan,premium,2023-04-10,False,24.38,Tablet,3.0,2023-10-11 15:23:25.020670,225.89999999999998,56.474999999999994,5,5,61.1,0.00744047619047619,2.0,2.0,24.450000000000003,1.0,0.982,1.0,2025-11-08,53,1
user_04969,oyoung@example.net,Amanda,Wright,49.0,Male,Canada,New Brunswick,Henrybury,premium,2023-09-13,True,27.4,Laptop,3.0,2024-06-17 20:50:55.424605,827.6,59.114285714285714,14,14,51.392857142857146,0.021604938271604937,4.0,4.0,21.325,0.0,0.0,0.0,2025-12-13,18,0
user_04970,palmersteven@example.com,David,Gonzalez,54.0,Male,USA,Florida,Jasonchester,premium,2024-08-27,True,5.93,Laptop,1.0,2024-11-07 06:23:55.390135,286.6,95.53333333333335,5,5,31.22,0.008771929824561403,5.0,5.0,22.36,0.0,0.0,0.0,2025-08-15,138,1
user_04971,tylervillanueva@example.org,Samuel,Gillespie,36.0,Male,USA,Ohio,East Timothy,premium+,2023-05-31,True,24.52,Smart TV,7.0,2023-09-12 12:25:55.510412,415.20000000000005,46.13333333333334,10,10,50.7,0.015174506828528073,3.0,3.0,14.666666666666666,0.0,0.0,0.0,2025-12-06,25,0
user_04972,greertammy@example.net,Tammy,James,28.0,Female,Canada,Quebec,West Hayley,standard,2023-08-29,True,13.84,Desktop,3.0,2024-07-25 03:35:44.266009,485.8,48.58,11,11,42.93636363636364,0.016819571865443424,2.0,2.0,27.7,1.0,0.589,2.0,2025-12-28,3,0
user_04974,jenniferwilliams@example.org,Alexander,Cohen,49.0,Male,USA,Pennsylvania,Matthewsside,standard,2024-04-07,True,0.0,Laptop,1.0,2023-06-24 17:20:21.084819,1172.4,106.58181818181819,11,11,49.42,0.022222222222222223,0.0,0.0,0.0,2.0,0.6745,6.0,2025-08-06,147,1
user_04975,joshuawelch@example.org,Gary,Brown,21.0,Other,USA,Wisconsin,South Jasonside,basic,2025-04-24,True,10.01,Smart TV,1.0,2023-11-16 07:45:18.756826,774.4,70.39999999999999,12,12,52.144444444444446,0.020338983050847456,2.0,2.0,10.85,5.0,0.6638,7.0,2025-09-19,103,1
user_04976,dwaynedeleon@example.net,Holly,Kennedy,35.0,Male,Canada,Quebec,Alexanderland,standard,2024-11-12,True,4.25,Laptop,3.0,2025-02-07 20:03:39.085558,58.599999999999994,29.299999999999997,4,4,60.05,0.00808080808080808,0.0,0.0,0.0,2.0,0.7695000000000001,3.0,2025-06-22,192,1
user_04977,garymann@example.org,Christopher,Cordova,30.0,Female,USA,Missouri,New Pamela,standard,2025-05-19,True,15.06,Laptop,4.0,2023-01-07 23:24:55.012019,666.5,55.541666666666664,14,14,41.642857142857146,0.020086083213773313,2.0,2.0,29.65,2.0,0.5115,3.0,2025-12-11,20,0
user_04978,donald00@example.net,Lori,Patrick,18.0,Female,Canada,Manitoba,West Hannahfort,standard,2024-03-25,True,21.58,Mobile,3.0,2025-03-30 05:34:36.417333,953.4,136.2,8,8,32.833333333333336,0.015122873345935728,3.0,3.0,34.333333333333336,2.0,0.8155,8.0,2025-11-06,55,1
user_04979,calvarez@example.com,Fernando,Fleming,15.0,Female,Canada,British Columbia,Smithberg,standard,2025-06-24,True,3.38,Smart TV,1.0,2022-08-13 19:03:39.271822,430.0,47.77777777777778,10,10,48.57,0.016420361247947456,2.0,2.0,17.8,1.0,0.583,2.0,2025-08-31,122,1
user_04980,cpoole@example.net,Andrew,Wallace,32.0,Female,USA,Washington,Nielsenfort,premium+,2024-03-21,True,6.06,Laptop,0.0,2023-11-21 09:23:07.680909,348.2,58.03333333333333,7,7,71.44285714285714,0.014314928425357873,1.0,1.0,11.4,1.0,0.736,4.0,2025-06-14,200,1
user_04981,stephanietorres@example.net,Julia,Wiggins,39.0,Male,USA,Massachusetts,Lake Ralph,premium+,2025-04-25,False,3.08,Mobile,1.0,2023-03-26 23:39:00.281468,662.2,55.18333333333334,15,15,39.93846153846154,0.021739130434782608,2.0,2.0,24.2,3.0,0.8006666666666667,10.0,2025-12-20,11,0
user_04982,jenniferchavez@example.com,Mary,Rodriguez,36.0,0,USA,North Carolina,Port Kathrynland,premium+,2023-05-02,True,5.56,Mobile,2.0,2024-11-07 14:38:06.622718,341.0,68.2,5,5,63.220000000000006,0.015151515151515152,1.0,1.0,6.5,3.0,0.722,7.0,2025-05-03,242,1
user_04983,lisafreeman@example.com,Erik,Taylor,15.0,Female,Canada,Manitoba,Nicholasbury,standard,2025-03-15,True,10.25,Gaming Console,2.0,2024-11-08 18:11:33.045205,213.3,53.325,7,7,48.86666666666667,0.01289134438305709,1.0,1.0,29.9,1.0,0.992,1.0,2025-12-03,28,0
user_04984,gjenkins@example.net,Paul,Gonzalez,33.0,Female,USA,California,East Lindaland,basic,2024-11-13,True,19.83,Desktop,3.0,2025-01-13 11:48:12.703563,492.6,49.260000000000005,11,11,26.166666666666668,0.016845329249617153,5.0,5.0,9.825,0.0,0.0,0.0,2025-10-20,72,1
user_04986,piercemark@example.org,Julie,Ochoa,40.0,Female,USA,Virginia,Debraburgh,basic,2025-06-15,True,10.13,Tablet,2.0,2024-08-15 15:30:23.611688,351.3,58.550000000000004,7,7,47.480000000000004,0.016091954022988506,1.0,1.0,12.4,2.0,0.667,1.0,2025-05-19,226,1
user_04987,jacqueline95@example.com,Kerry,Gibson,42.0,Male,USA,Virginia,South Traceymouth,premium,2022-09-21,True,9.18,Tablet,2.0,2023-09-28 01:40:39.491209,631.7,105.28333333333335,6,6,34.9,0.009917355371900827,0.0,0.0,0.0,3.0,0.8133333333333334,9.0,2025-11-24,37,1
user_04988,dgarza@example.net,Caitlyn,Gibson,26.0,Male,Canada,Newfoundland and Labrador,West Anaberg,premium,2024-12-14,True,11.8,Smart TV,3.0,2025-04-01 01:09:49.518141,343.1,49.01428571428572,9,9,57.92857142857143,0.015202702702702704,2.0,2.0,24.6,2.0,0.885,4.0,2025-11-01,60,1
user_04989,nguyenmichele@example.net,Megan,Mcintosh,42.0,Female,Canada,British Columbia,Shaunberg,premium,2023-02-14,True,10.76,Smart TV,3.0,2025-02-23 19:06:55.494553,246.6,49.32,6,6,26.25,0.009478672985781991,3.0,3.0,19.599999999999998,2.0,0.3675,1.0,2025-12-22,9,0
user_04990,jason26@example.org,John,Simon,41.0,Male,USA,Pennsylvania,Deannafurt,premium,2023-08-15,False,2.9,Desktop,3.0,2023-09-12 06:58:59.909456,175.5,21.9375,8,8,58.07142857142857,0.011494252873563218,5.0,4.0,28.139999999999997,2.0,0.513,9.0,2025-11-26,35,1
user_04991,rodriguezdeanna@example.com,Kristi,Schmidt,14.0,Female,USA,Ohio,North Tarachester,premium,2023-04-22,True,11.99,Tablet,0.0,2022-09-07 18:43:20.235870,204.7,51.175,5,5,27.0,0.00922509225092251,5.0,5.0,12.65,1.0,0.879,0.0,2025-09-27,95,1
user_04992,donald75@example.org,Kristina,Thompson,16.0,Prefer not to say,USA,New York,West Amy,standard,2022-11-27,True,12.25,Desktop,3.0,2024-07-16 15:15:39.029544,646.4,58.76363636363636,11,11,28.29090909090909,0.016975308641975308,2.0,2.0,36.6,3.0,0.824,12.0,2025-11-06,55,1
user_04994,ruizjames@example.net,Andrew,Sharp,38.0,Female,USA,Massachusetts,Rayton,premium,2022-11-16,True,25.99,Gaming Console,2.0,2024-01-04 00:52:10.503724,811.6,67.63333333333334,14,14,40.43333333333333,0.019943019943019943,4.0,4.0,14.975,3.0,0.7479999999999999,7.0,2025-12-15,16,0
user_04995,teresa21@example.com,Robert,Bradley,27.0,Male,Canada,Prince Edward Island,North Crystal,standard,2023-05-02,True,7.95,Tablet,4.0,2025-04-03 17:30:05.792957,785.8,65.48333333333333,13,13,50.57272727272727,0.023214285714285715,5.0,5.0,12.075,1.0,0.418,1.0,2025-10-14,78,1
user_04996,jclark@example.com,Timothy,Terrell,28.0,Male,USA,Wisconsin,Lake Emilyfort,standard,2024-05-10,True,12.15,Mobile,1.0,2023-11-29 11:48:03.400997,168.5,28.083333333333332,7,7,69.14999999999999,0.012131715771230503,4.0,4.0,13.925,0.0,0.0,0.0,2025-10-07,85,1
user_04997,travisbrown@example.net,Micheal,James,54.0,Male,Canada,Saskatchewan,West Rachelport,basic,2024-03-15,False,13.94,Mobile,2.0,2023-11-23 13:52:25.085533,752.2,57.861538461538466,14,14,59.93333333333334,0.02348993288590604,4.0,4.0,14.4,2.0,0.6705,5.0,2025-08-25,128,1
user_04998,pettylinda@example.org,Edward,White,35.0,Other,USA,North Carolina,New Megan,standard,2023-03-22,True,17.7,Smart TV,5.0,2022-09-20 11:35:01.103070,308.3,44.042857142857144,7,7,40.5,0.013084112149532711,3.0,3.0,17.400000000000002,2.0,0.687,4.0,2025-06-22,192,1
user_04999,rachelrosales@example.com,Matthew,Ortiz,52.0,Male,USA,North Carolina,Levihaven,standard,2022-12-09,True,16.39,Desktop,2.0,2024-09-25 00:20:45.048870,812.2,101.525,10,10,55.63333333333334,0.014367816091954023,1.0,1.0,13.9,1.0,0.579,2.0,2025-12-14,17,0
user_05000,wigginsdaniel@example.com,Amanda,Davis,54.0,Male,USA,California,Mariaside,standard,2023-05-18,True,14.4,Mobile,3.0,2023-01-03 11:42:17.527587,379.6,42.17777777777778,9,9,51.0,0.0140625,3.0,3.0,23.96666666666667,3.0,0.9416666666666668,2.0,2025-11-24,37,1
user_05001,dhamilton@example.net,Daniel,Young,62.0,Male,USA,Maryland,South Steven,premium,2023-07-04,True,13.62,Mobile,5.0,2024-10-04 10:53:38.414984,493.8,49.38,12,12,50.40909090909091,0.019261637239165328,1.0,1.0,28.6,1.0,0.583,0.0,2025-11-07,54,1
user_05003,jleach@example.net,Nathaniel,Lewis,44.0,Female,Canada,Alberta,Diazborough,basic,2024-05-07,True,15.2,Mobile,4.0,2022-09-03 12:43:39.142217,862.6,71.88333333333334,17,17,50.2235294117647,0.025185185185185185,4.0,4.0,19.3,1.0,0.808,2.0,2025-11-15,46,1
user_05004,matthew96@example.net,Jeremy,Jimenez,16.0,Female,USA,Michigan,Willisfort,premium,2024-01-03,True,0.0,Gaming Console,2.0,2024-12-02 22:43:28.850094,614.4,40.96,16,16,66.33125,0.02359882005899705,2.0,2.0,10.25,4.0,0.756,12.0,2025-11-26,35,1
user_05006,ann91@example.net,Megan,Sanders,39.0,Female,USA,New York,Ritaberg,standard,2025-05-23,True,7.42,Gaming Console,4.0,2024-09-28 07:53:15.963958,459.1,65.58571428571429,10,10,41.666666666666664,0.015360983102918587,0.0,0.0,0.0,2.0,0.728,6.0,2025-12-01,30,0
user_05007,dbrown@example.org,Raymond,Oliver,24.0,Male,USA,Virginia,Curryshire,basic,2024-11-27,False,8.29,Desktop,3.0,2023-11-21 10:09:40.319926,244.1,27.12222222222222,10,10,50.64,0.015408320493066256,2.0,2.0,11.2,3.0,0.899,8.0,2025-12-11,20,0
user_05008,tiffanylucero@example.com,Sydney,Oneill,48.0,Male,USA,North Carolina,Patriciaside,premium,2024-11-04,True,23.63,Mobile,3.0,2022-08-06 04:15:53.306427,275.7,27.57,13,13,59.15833333333333,0.021666666666666667,1.0,1.0,19.4,3.0,0.4385,3.0,2025-08-30,123,1
user_05009,angelaharvey@example.com,Lance,Olson,54.0,Male,USA,Pennsylvania,Smithburgh,basic,2024-02-25,False,31.54,Mobile,1.0,2023-01-06 19:06:04.104728,544.6,54.46,13,13,41.836363636363636,0.01875901875901876,4.0,4.0,16.35,1.0,0.838,2.0,2025-12-18,13,0
user_05010,reeveslogan@example.net,Jeffery,Guzman,48.0,Male,Canada,Manitoba,Samuelside,basic,2025-01-30,True,20.21,Tablet,4.0,2025-01-25 02:36:02.545866,542.6,77.51428571428572,7,7,65.58333333333333,0.011532125205930808,4.0,4.0,16.775,2.0,0.3115,4.0,2025-09-15,107,1
user_05011,luislong@example.org,Melissa,Williams,34.0,0,USA,Florida,East Hannahville,premium,2024-11-23,True,23.88,Mobile,1.0,2023-05-29 01:26:37.189372,479.4,53.266666666666666,10,10,53.64,0.01451378809869376,3.0,3.0,26.333333333333332,2.0,0.7709999999999999,6.0,2025-11-19,42,1
user_05012,ryancurry@example.org,Brian,Taylor,47.0,Female,USA,Missouri,Contrerasberg,premium+,2025-01-03,True,11.32,Laptop,1.0,2024-11-04 19:56:52.532752,529.9,66.2375,9,9,64.62222222222222,0.012622720897615708,0.0,0.0,0.0,1.0,0.757,3.0,2025-12-29,2,0
user_05013,kclements@example.org,Yesenia,Mitchell,47.0,Male,Canada,Quebec,Sanchezside,standard,2023-04-03,True,12.47,Desktop,0.0,2024-02-13 17:07:19.241672,260.0,65.0,5,5,39.725,0.009140767824497258,3.0,3.0,12.733333333333334,3.0,0.7063333333333333,10.0,2025-08-04,149,1
user_05014,matthew55@example.com,Alexander,Welch,33.0,Male,USA,Tennessee,Lancemouth,premium,2025-05-29,True,29.93,Laptop,3.0,2024-04-14 21:07:00.172503,449.8,89.96000000000001,5,5,63.67999999999999,0.007309941520467836,3.0,3.0,24.0,3.0,0.38066666666666665,6.0,2025-12-22,9,0
user_05016,erinnguyen@example.org,Austin,Lopez,32.0,Female,Canada,New Brunswick,Catherinebury,standard,2024-12-18,True,0.0,Smart TV,3.0,2025-06-06 21:47:45.748904,350.7,43.8375,9,9,51.6,0.013062409288824383,5.0,5.0,21.82,1.0,0.973,1.0,2025-12-28,3,0
user_05017,andersonjoseph@example.org,Lisa,Taylor,40.0,Prefer not to say,USA,Missouri,Vanessaview,basic,2024-10-03,True,0.0,Mobile,2.0,2024-06-24 11:46:56.323115,537.4,67.175,9,9,61.550000000000004,0.015332197614991482,1.0,1.0,66.3,0.0,0.0,0.0,2025-12-14,17,0
user_05018,kathypierce@example.net,Amanda,Kaiser,37.0,Prefer not to say,Canada,Quebec,Port Leahview,standard,2023-04-19,True,20.12,Laptop,2.0,2024-05-02 02:22:11.791277,380.3,54.32857142857143,8,8,53.660000000000004,0.012598425196850394,3.0,3.0,20.5,1.0,0.0,1.0,2025-11-27,34,1
user_05019,lyonsbecky@example.net,Caitlin,Webb,40.0,Male,Canada,British Columbia,North Summerstad,premium,2025-05-18,True,31.74,Mobile,6.0,2023-12-06 17:00:55.245437,645.5,71.72222222222223,11,11,62.90909090909091,0.02022058823529412,2.0,2.0,31.4,1.0,0.91,0.0,2025-10-26,66,1
user_05020,kaitlyn34@example.com,Christopher,Leonard,44.0,Male,Canada,Manitoba,West Michaeltown,premium,2023-10-26,True,0.0,Smart TV,3.0,2024-07-05 19:22:19.415291,571.8000000000001,71.47500000000001,9,9,55.4875,0.017142857142857144,1.0,1.0,21.6,3.0,0.8015,6.0,2025-10-09,83,1
user_05021,andersonjoseph@example.com,Alexandra,Carpenter,27.0,0,USA,Florida,Lake Matthew,standard,2025-06-09,True,15.68,Smart TV,1.0,2025-07-06 07:06:39.489972,455.4,75.89999999999999,10,10,39.970000000000006,0.015723270440251572,1.0,1.0,46.0,3.0,0.864,11.0,2025-12-27,4,0
user_05022,robertselizabeth@example.com,Jesse,Lopez,41.0,Male,USA,Illinois,South Troyberg,premium,2023-05-03,False,5.15,Desktop,3.0,2024-11-12 22:52:02.325322,714.9,71.49,12,12,39.663636363636364,0.02434077079107505,2.0,2.0,15.95,1.0,0.719,3.0,2025-10-02,90,1
user_05024,rchoi@example.net,Kendra,Butler,18.0,Female,Canada,Saskatchewan,Port Jacquelineshire,premium,2023-05-09,True,8.59,Tablet,5.0,2022-12-05 15:57:35.504582,402.1,57.44285714285714,7,7,64.10000000000001,0.014861995753715499,3.0,3.0,23.166666666666668,1.0,0.163,3.0,2025-08-23,130,1
user_05025,joshua23@example.net,Alec,Jones,44.0,Male,USA,Georgia,Lake Bradleystad,premium,2025-07-20,True,26.08,Gaming Console,6.0,2025-06-02 17:17:13.729730,923.6999999999999,92.36999999999999,12,12,33.59166666666667,0.018404907975460124,3.0,3.0,22.86666666666667,2.0,0.827,5.0,2025-10-25,67,1
user_05027,paultownsend@example.com,Samuel,Lewis,29.0,Female,Canada,British Columbia,North Cristinaborough,premium+,2024-08-10,True,11.48,Tablet,6.0,2024-10-31 04:53:08.201190,395.6,79.12,5,5,31.1,0.0088339222614841,1.0,1.0,11.8,2.0,0.8200000000000001,3.0,2025-09-12,110,1
