user_id,email,first_name,last_name,age,gender,country,state_province,city,subscription_plan,subscription_start_date,is_active,monthly_spend,primary_device,household_size,created_at
user_05097,oliviahall@example.org,Kelli,Morales,43.0,,USA,Wisconsin,Joseside,standard,2023-09-13,True,23.45,Tablet,3.0,2023-07-06 18:01:04.142715
user_05099,chungbrian@example.net,Rachel,Gonzalez,26.0,Male,USA,New Jersey,New Cynthiamouth,premium,2025-07-14,True,2.86,Tablet,1.0,2022-12-01 15:59:38.190911
user_05100,carlosmcdonald@example.com,Michael,Shea,54.0,Female,USA,Tennessee,Markville,premium+,2023-09-24,True,10.52,Mobile,3.0,2024-06-20 14:55:17.400950
user_05101,rowen@example.com,Nicole,Gonzales,26.0,,USA,New Jersey,Cynthiaport,premium+,2025-03-09,True,8.4,Gaming Console,,2022-10-31 07:48:36.438832
user_05103,jared44@example.net,Kathryn,Cantu,29.0,Male,Canada,Prince Edward Island,Lucasville,premium,2023-11-28,True,35.22,Laptop,7.0,2023-10-23 19:40:34.121214
user_05105,nmorgan@example.net,Seth,Hart,63.0,Prefer not to say,USA,Virginia,Lake Jim,premium,2025-02-01,True,,Desktop,3.0,2023-11-12 01:42:58.032536
user_05106,ramirezelizabeth@example.net,William,Cole,41.0,Male,USA,Ohio,Frankside,premium,2023-07-18,False,48.51,Laptop,2.0,2025-04-04 17:14:33.585640
user_05107,suzannegarrett@example.com,April,Martin,14.0,Female,Canada,Prince Edward Island,West Melvin,standard,2024-04-30,True,21.97,Mobile,5.0,2023-01-10 10:27:46.282335
user_05108,matthewaguilar@example.org,Kevin,Sanchez,14.0,,Canada,Newfoundland and Labrador,West Lesliefort,premium+,2024-02-05,True,12.41,Mobile,4.0,2024-04-16 17:42:27.668521
user_05109,kevinsmith@example.net,Brandon,Schneider,22.0,Female,Canada,Newfoundland and Labrador,West Sandrafurt,premium,2023-04-24,True,9.83,Gaming Console,7.0,2024-12-01 23:44:18.458109
user_05110,williamsrebecca@example.net,Trevor,Weaver,28.0,Female,Canada,Saskatchewan,Brandonfort,standard,2024-10-19,True,16.84,Tablet,4.0,2025-07-26 16:09:39.371573
user_05111,jeremywatson@example.net,Kathleen,Perez,53.0,Female,Canada,Manitoba,Floresmouth,premium,2025-04-12,True,10.76,Gaming Console,2.0,2025-01-30 03:13:36.061897
user_05114,bishopjohn@example.net,Cassandra,Gibson,65.0,Female,USA,Pennsylvania,South Georgechester,standard,2023-12-04,False,7.8,Laptop,,2023-03-22 00:38:58.876092
user_05115,anita08@example.org,Caleb,Powers,38.0,Female,Canada,Nova Scotia,Valdezmouth,premium,2024-02-05,True,39.85,Smart TV,6.0,2023-10-09 23:56:36.856209
user_05116,brandi54@example.org,Jodi,Miller,36.0,Male,Canada,Nova Scotia,Roberthaven,standard,2025-05-08,True,27.5,Gaming Console,2.0,2023-04-28 19:13:38.860222
user_05117,paulkelly@example.net,Jason,Roberson,46.0,Female,USA,California,Port Joanburgh,premium,2025-05-11,False,,Gaming Console,,2024-07-25 02:33:55.087215
user_05120,karen12@example.net,Emily,Flynn,38.0,,USA,Pennsylvania,West Ericamouth,premium,2023-05-31,False,32.25,Laptop,2.0,2024-07-15 01:36:15.533361
user_05122,perryvictoria@example.net,Melissa,Davis,32.0,Female,USA,Ohio,Reillystad,premium,2024-10-20,True,14.63,Tablet,5.0,2024-10-01 12:05:46.393461
user_05123,brendaduncan@example.com,Wendy,Edwards,27.0,Female,USA,Wisconsin,North Jonathan,standard,2024-06-22,True,15.58,Smart TV,,2025-06-04 18:15:25.964797
user_05124,hhunter@example.org,Stefanie,Rogers,52.0,Female,Canada,Saskatchewan,Kerrifurt,standard,2022-09-26,True,31.26,Desktop,1.0,2024-03-08 10:04:25.166865
user_05125,dennis87@example.com,Kimberly,Montes,26.0,Female,USA,New York,Lake Craig,premium+,2022-12-16,False,24.33,Mobile,1.0,2025-02-14 02:43:09.117802
user_05126,umoyer@example.org,Steven,Wilson,27.0,Female,Canada,Manitoba,Port Kimberlymouth,basic,2025-07-28,True,,Gaming Console,7.0,2024-11-08 07:10:51.382495
user_05127,hamiltonshelley@example.net,Kyle,Green,53.0,Female,USA,New York,West Donna,standard,2025-03-22,True,12.82,Mobile,2.0,2024-08-24 07:44:01.640149
user_05128,ycarlson@example.org,Carol,Hernandez,35.0,Female,USA,Illinois,Anthonyfurt,standard,2023-06-17,True,2.61,Desktop,5.0,2023-05-26 13:16:44.111821
user_05129,brenda51@example.net,Timothy,Mitchell,45.0,Female,USA,Tennessee,New Traviston,standard,2022-08-21,True,28.91,Laptop,2.0,2025-04-09 18:45:49.273069
user_05132,laurazamora@example.net,Jessica,Pearson,34.0,Male,Canada,Nova Scotia,Annetteside,standard,2025-01-18,True,21.28,Gaming Console,3.0,2025-02-03 13:07:45.112025
user_05133,jasonwalsh@example.net,Spencer,Greene,39.0,,Canada,Newfoundland and Labrador,New Roberttown,premium+,2024-02-27,False,554.34,Smart TV,4.0,2024-04-22 02:45:36.665668
user_05134,jareddoyle@example.net,James,Flynn,33.0,Prefer not to say,Canada,Alberta,Port Elizabethmouth,standard,2023-11-10,True,,Desktop,2.0,2024-08-06 09:38:50.379382
user_05135,hojohn@example.org,Melissa,Meyer,68.0,Female,USA,Massachusetts,West Brad,premium+,2024-11-28,False,18.99,Gaming Console,1.0,2024-01-13 02:35:49.147516
user_05137,zachary85@example.com,Debra,Williams,42.0,Male,Canada,Prince Edward Island,South Waynetown,basic,2022-12-31,True,,Laptop,4.0,2023-08-02 08:33:48.832317
user_05138,johnsonpatricia@example.org,Kristin,Rice,23.0,Other,USA,Maryland,West Sergio,premium,2025-05-24,True,,Desktop,2.0,2024-07-02 23:01:13.344528
user_05139,pgonzalez@example.com,Julia,Martin,20.0,Male,Canada,Manitoba,South Andrewchester,premium,2025-06-23,True,5.78,Mobile,3.0,2024-11-14 05:20:25.283881
user_05140,rodriguezmichelle@example.net,Maria,Carter,53.0,Female,USA,Illinois,Smithhaven,premium,2023-06-18,False,25.91,Gaming Console,5.0,2023-06-23 08:22:43.374583
user_05141,clifford16@example.net,Annette,Wright,44.0,Male,USA,Washington,Clementston,premium,2024-09-27,True,,Tablet,2.0,2023-07-22 06:48:53.767156
user_05142,brownandrew@example.net,Tracy,Williams,42.0,Female,USA,Pennsylvania,Dianaborough,premium,2024-03-02,True,,Gaming Console,,2024-05-02 11:51:46.397736
user_05143,anna78@example.org,Christina,Ford,38.0,Female,USA,California,East Carolynburgh,standard,2025-01-20,True,9.52,Desktop,2.0,2023-04-05 03:58:02.799504
user_05144,thomassmith@example.org,Patricia,Farrell,25.0,Female,USA,Washington,Freemanborough,premium,2025-02-14,False,6.02,Smart TV,2.0,2025-05-02 07:39:22.403957
user_05146,jared59@example.com,Edwin,Krause,42.0,Female,USA,Florida,Potterstad,standard,2024-11-23,True,7.41,Mobile,,2023-11-29 05:58:23.637236
user_05147,thomas05@example.com,Rose,Cardenas,45.0,Female,Canada,Prince Edward Island,New Amy,premium,2024-09-03,True,15.15,Mobile,2.0,2022-09-16 02:01:15.109314
user_05148,ebrown@example.org,Maria,Scott,33.0,,Canada,Prince Edward Island,Joanneville,premium,2023-09-02,True,16.99,Smart TV,2.0,2025-01-02 14:49:52.577186
user_05149,enichols@example.net,Paul,Cummings,52.0,Male,USA,New Jersey,South Garyshire,standard,2023-11-05,True,44.52,Smart TV,2.0,2024-12-03 03:05:07.267288
user_05150,jonathan38@example.org,Sean,Green,30.0,Male,USA,Illinois,Carlaton,basic,2024-08-08,True,9.59,Tablet,2.0,2025-01-18 13:34:10.015013
user_05152,pattersonhaley@example.com,Gabriel,George,31.0,Male,USA,Tennessee,Cowanmouth,standard,2024-02-19,True,38.46,Desktop,1.0,2022-10-12 03:04:27.864139
user_05154,ogalvan@example.org,Jose,Gay,42.0,Male,USA,Tennessee,North Robertochester,basic,2023-10-03,True,3.95,Smart TV,2.0,2023-04-16 14:30:22.519133
user_05157,andrewbrady@example.org,Mark,Baker,28.0,Female,Canada,Nova Scotia,East Sarah,premium,2022-12-12,False,20.25,Mobile,2.0,2023-12-19 23:36:40.828312
user_05158,dweeks@example.org,Jeffrey,Adams,62.0,Male,Canada,Nova Scotia,South Lauraton,standard,2025-01-10,True,43.17,Mobile,4.0,2024-04-13 14:52:17.513241
user_05160,benjaminross@example.org,Matthew,Villa,29.0,Male,USA,Maryland,Quinnmouth,basic,2025-07-19,True,5.09,Smart TV,3.0,2025-05-24 03:56:55.318261
user_05161,whoward@example.org,Sarah,Cunningham,34.0,Male,USA,Texas,Kimberlyview,premium,2025-01-11,True,15.33,Desktop,2.0,2024-01-16 01:12:40.919771
user_05163,nelsonjohn@example.com,Roger,Johnson,18.0,Male,USA,Michigan,Lake Meganport,standard,2024-02-09,True,15.84,Laptop,2.0,2025-02-17 04:43:48.905589
user_05164,mmatthews@example.com,Megan,Bennett,38.0,Female,Canada,Quebec,Williamsmouth,standard,2024-11-03,True,4.09,Laptop,,2023-11-05 10:00:56.100473
user_05165,rebeccamartin@example.org,Michele,Smith,42.0,Male,Canada,New Brunswick,East Tonyaview,basic,2024-10-30,True,14.59,Mobile,3.0,2025-04-12 14:47:51.329547
user_05166,thomasrollins@example.net,Mary,Henderson,43.0,Female,USA,Ohio,Ramirezhaven,standard,2024-12-05,False,6.2,Tablet,2.0,2023-11-21 14:35:01.291310
user_05167,ethan38@example.com,Jennifer,Martinez,50.0,Prefer not to say,USA,Pennsylvania,Lake Todd,standard,2022-12-08,True,9.22,Mobile,4.0,2024-04-19 06:17:38.837039
user_05168,sean73@example.net,Rebecca,Hines,31.0,Prefer not to say,Canada,New Brunswick,Port Mariaburgh,premium,2024-01-04,True,21.35,Desktop,,2025-05-12 06:29:39.958062
user_05169,pcombs@example.net,Jeffrey,Nguyen,52.0,Male,USA,Indiana,Wilsonhaven,standard,2025-06-27,True,,Gaming Console,2.0,2022-08-25 18:33:18.089914
user_05171,sullivanjonathan@example.com,Mary,Little,43.0,Female,USA,Florida,Port Charles,premium,2024-02-21,True,18.72,Desktop,4.0,2022-09-02 02:15:19.751014
user_05172,zkelly@example.com,Michael,James,47.0,Female,Canada,Newfoundland and Labrador,New Jennifer,basic,2025-01-15,True,15.13,Gaming Console,2.0,2022-08-11 22:58:05.432997
user_05173,alandorsey@example.net,Colin,Malone,21.0,,USA,Georgia,Lake Maria,standard,2024-03-18,False,7.56,Mobile,,2025-05-04 10:01:57.242393
user_05174,stephensyolanda@example.com,Tina,Wade,48.0,Male,Canada,Nova Scotia,North Madison,premium,2023-06-17,True,24.19,Mobile,1.0,2025-07-10 02:36:02.455673
user_05176,michaelgraves@example.com,Paula,Miller,22.0,Male,USA,Washington,South Sergioberg,premium,2024-07-25,True,1.57,Tablet,7.0,2023-11-17 15:38:52.447952
user_05177,colemanjacob@example.org,Michael,Murphy,43.0,Female,USA,New York,North Larry,premium,2022-09-04,True,13.82,Mobile,1.0,2022-12-06 09:42:46.366363
user_05178,anthony03@example.com,Kathryn,Madden,23.0,Female,USA,Tennessee,West Elizabethtown,premium,2024-04-06,True,20.88,Laptop,1.0,2023-01-30 02:59:30.409038
user_05179,dustinlowery@example.net,Alex,Bell,18.0,Prefer not to say,USA,Washington,West Lucas,premium,2024-05-17,True,13.36,Tablet,3.0,2025-03-13 03:10:40.915924
user_05180,hodgeskelly@example.net,Debbie,Kim,52.0,Male,USA,New York,Youngfurt,standard,2022-09-18,True,11.65,Smart TV,2.0,2024-02-25 07:32:06.628140
user_05181,logan49@example.net,Danielle,Cortez,37.0,Male,USA,Maryland,East James,premium,2023-08-27,True,13.6,Mobile,4.0,2025-06-14 23:48:41.288763
user_05182,jerry45@example.net,Cassandra,Payne,22.0,Male,Canada,Prince Edward Island,Heatherville,standard,2025-07-02,True,10.32,Mobile,1.0,2025-01-08 07:09:06.868905
user_05183,mstafford@example.org,James,Morgan,52.0,,Canada,Ontario,West Melissa,premium,2022-11-06,False,35.62,Laptop,2.0,2023-08-31 19:17:25.257663
user_05184,barbaragarcia@example.org,Eric,Henderson,43.0,Female,Canada,Saskatchewan,North Brianport,premium,2023-07-03,True,8.15,Desktop,4.0,2023-11-15 00:49:03.131271
user_05185,stevenromero@example.org,Victoria,Thomas,25.0,Other,Canada,Manitoba,New Jodiland,premium,2023-03-06,False,8.27,Smart TV,5.0,2023-01-06 05:40:27.002154
user_05186,usmith@example.org,Danielle,Trujillo,41.0,Male,USA,Ohio,Lake Charles,premium,2024-06-11,False,7.8,Gaming Console,4.0,2024-09-28 02:13:13.386280
user_05188,collinshailey@example.net,James,Smith,54.0,Male,USA,Texas,South William,premium+,2025-03-15,True,28.21,Smart TV,4.0,2023-12-21 00:38:45.346486
user_05189,james10@example.org,Patricia,Miller,21.0,Female,USA,Wisconsin,Patriciafurt,premium,2023-12-01,True,4.56,Tablet,3.0,2023-09-23 16:44:17.712846
user_05190,leetiffany@example.org,Brian,Farmer,41.0,Female,USA,North Carolina,Perezton,premium,2023-11-15,True,17.28,Laptop,,2022-09-10 14:40:34.270147
user_05191,jessica85@example.com,Kayla,Morrow,53.0,Female,USA,Virginia,New Keithmouth,premium,2023-03-13,False,7.83,Tablet,4.0,2025-06-09 14:48:23.889850
user_05193,kellyhuang@example.com,Gabrielle,Warren,45.0,Male,USA,Wisconsin,Marvintown,standard,2023-09-06,True,22.66,Mobile,1.0,2024-04-09 21:36:47.030064
user_05194,hernandezmelissa@example.com,Jerry,Cabrera,32.0,Male,USA,Maryland,West Harold,standard,2023-12-08,True,3.0,Smart TV,1.0,2024-04-24 16:46:45.307549
user_05195,lholder@example.net,Traci,Pittman,42.0,Female,USA,Massachusetts,East John,standard,2024-07-14,True,16.86,Laptop,2.0,2023-02-24 06:41:21.515595
user_05196,joshuamartinez@example.com,Jennifer,Dillon,49.0,Male,Canada,British Columbia,Port Katherineside,premium,2023-09-05,False,7.21,Tablet,5.0,2022-09-04 17:58:26.175401
user_05197,elizabeth55@example.com,Jacqueline,Smith,16.0,Female,USA,Wisconsin,Staffordtown,standard,2024-06-30,True,10.32,Smart TV,4.0,2023-02-14 03:39:36.614940
user_05198,ashley72@example.com,Lauren,Strickland,33.0,Female,Canada,Nova Scotia,Mckaymouth,standard,2024-09-26,True,6.8,Laptop,2.0,2024-04-14 14:40:36.949352
user_05199,vincentthomas@example.com,Michael,Park,45.0,,USA,Washington,North Brian,premium+,2025-06-14,False,6.57,Laptop,2.0,2023-07-22 11:19:23.807267
user_05200,hgardner@example.com,Shelly,Henderson,28.0,Female,USA,Texas,West Michaelville,standard,2023-07-31,True,8.3,Laptop,5.0,2024-07-29 08:01:33.317840
user_05201,hbrewer@example.com,Michelle,Wilson,25.0,Male,USA,California,Davidbury,standard,2023-07-01,True,19.21,Desktop,3.0,2023-02-24 21:19:31.024277
user_05202,roybuchanan@example.net,Brian,Baird,45.0,Male,Canada,Prince Edward Island,North Cheryl,premium,2023-12-08,True,3.07,Laptop,3.0,2025-04-16 14:25:48.487580
user_05203,sarah95@example.net,Pamela,Page,24.0,Male,Canada,Newfoundland and Labrador,Katelynton,premium,2023-11-02,True,47.49,Smart TV,,2022-12-24 19:27:08.265179
user_05204,jballard@example.net,Jamie,Dean,14.0,Male,Canada,Newfoundland and Labrador,West Patrick,premium,2022-10-17,True,8.41,Desktop,3.0,2022-08-07 04:09:04.894758
user_05205,karen03@example.org,Nathaniel,Woodard,50.0,Male,USA,California,West Holly,premium,2024-02-25,True,17.62,Tablet,,2024-08-04 07:08:01.187468
user_05207,hsantos@example.com,Jason,Thomas,27.0,Female,Canada,Manitoba,East Briantown,standard,2024-03-27,True,15.03,Laptop,3.0,2023-04-23 15:05:36.009642
user_05209,mmccann@example.org,Nichole,Allen,23.0,Female,USA,New York,North Johnmouth,basic,2024-04-04,False,4.96,Gaming Console,3.0,2023-06-11 07:19:47.006354
user_05210,dixonomar@example.org,Bruce,Hernandez,30.0,Prefer not to say,USA,North Carolina,Acostafort,premium,2023-11-27,True,11.67,Desktop,3.0,2022-10-10 15:58:23.774669
user_05211,jonathannichols@example.org,Joshua,Patel,38.0,Other,USA,Texas,Micheleland,premium,2024-07-23,True,14.75,Laptop,1.0,2025-05-27 04:49:18.805838
user_05212,walshmichael@example.com,Tina,Carroll,42.0,Male,USA,Georgia,Cruzmouth,premium,2025-02-26,True,23.94,Mobile,3.0,2022-09-28 02:28:44.702124
user_05213,perezchristopher@example.com,Jocelyn,Faulkner,54.0,Prefer not to say,USA,Maryland,Andersonmouth,premium+,2024-12-18,True,42.15,Smart TV,1.0,2025-05-22 16:51:55.130564
user_05214,oclarke@example.net,Allison,Castro,38.0,Female,USA,Arizona,West Adam,premium,2022-08-06,False,18.51,Mobile,2.0,2023-11-23 14:15:03.033030
user_05215,wdillon@example.org,Miranda,Parks,37.0,Prefer not to say,USA,Ohio,Brownton,standard,2025-05-28,True,5.23,Laptop,3.0,2024-11-24 20:43:15.389524
user_05216,farleyandrew@example.net,Kimberly,Tyler,27.0,Male,USA,Pennsylvania,Danielchester,premium,2024-11-04,True,,Laptop,4.0,2022-08-31 17:39:16.322444
user_05217,acook@example.com,Elizabeth,Chapman,25.0,Male,Canada,Alberta,Castilloborough,premium,2023-02-21,False,22.45,Tablet,1.0,2022-11-27 10:26:11.719475
user_05219,bgray@example.com,Casey,Bryant,38.0,Female,USA,Missouri,Stacymouth,premium+,2024-10-04,True,13.82,Mobile,6.0,2025-04-30 16:12:03.394613
user_05220,jeffrey40@example.net,Anthony,Brock,30.0,,USA,Texas,Lewistown,basic,2022-11-03,True,15.3,Laptop,1.0,2023-04-16 14:46:35.781224
user_05221,joshua92@example.org,Jonathan,Barber,27.0,Male,Canada,Manitoba,East Kennethland,standard,2024-10-28,True,22.7,Gaming Console,1.0,2023-08-17 20:48:00.045290
user_05222,lrollins@example.org,Abigail,Wall,36.0,Male,Canada,Alberta,Port Nathaniel,standard,2023-02-28,True,6.12,Smart TV,3.0,2024-10-13 02:03:56.453043
user_05224,mercedes90@example.org,Joann,Wagner,46.0,Female,USA,North Carolina,Brianshire,standard,2023-06-03,True,16.55,Desktop,1.0,2023-06-02 04:36:23.479496
user_05226,brenda64@example.com,Rebecca,Leblanc,44.0,Male,USA,Wisconsin,South Richardview,premium,2022-08-18,True,9.86,Laptop,,2025-02-14 14:33:03.384116
user_05227,scottwhitney@example.net,Charles,West,47.0,Male,USA,Maryland,Frazierside,standard,2023-05-09,True,37.48,Laptop,,2023-08-22 01:51:14.313785
user_05228,nmiller@example.net,John,Friedman,23.0,Female,Canada,New Brunswick,North Eric,basic,2023-08-29,True,26.11,Smart TV,1.0,2025-01-07 19:32:02.223098
user_05229,ethompson@example.net,Chad,Liu,18.0,Male,USA,Michigan,Bradleymouth,premium,2022-11-12,False,11.63,Desktop,1.0,2023-05-06 17:55:19.458961
user_05230,thomasrobert@example.com,Lance,Hernandez,38.0,Female,USA,North Carolina,North Sharon,standard,2023-05-06,True,25.74,Desktop,,2022-11-16 23:44:34.916454
user_05232,kimberly02@example.com,Matthew,Brown,39.0,Female,Canada,Saskatchewan,New Vanessa,premium,2025-05-28,True,27.57,Smart TV,2.0,2023-07-04 19:59:28.395517
user_05233,shirley62@example.com,Brittany,Hudson,29.0,Male,USA,Ohio,New Sandra,premium+,2025-07-02,True,13.66,Tablet,3.0,2023-11-04 09:09:19.639258
user_05234,christopher86@example.org,Barbara,Sanchez,40.0,Female,Canada,Alberta,South Henryburgh,standard,2024-03-23,False,,Mobile,2.0,2023-04-21 03:31:46.250653
user_05235,patricia87@example.org,Robert,Odom,37.0,Female,USA,Maryland,Austinton,premium,2024-10-15,True,24.32,Smart TV,,2022-12-09 17:31:36.401128
user_05236,kbarnett@example.com,Tracy,Patterson,45.0,Male,Canada,Newfoundland and Labrador,South Katietown,premium,2024-08-14,True,16.1,Mobile,2.0,2024-09-21 01:12:22.959576
user_05237,fletcherwendy@example.net,Heidi,Fuller,40.0,,USA,Wisconsin,North Timothy,basic,2022-10-29,True,14.78,Gaming Console,5.0,2023-05-20 08:35:32.146206
user_05238,morgan81@example.com,Joshua,Phillips,30.0,Male,USA,Arizona,Salazarstad,premium,2023-08-18,True,2.99,Tablet,3.0,2023-09-23 21:04:09.673306
user_05239,kirbyjennifer@example.net,Heather,Cook,38.0,Female,Canada,British Columbia,Patrickbury,premium,2024-10-11,True,42.64,Desktop,2.0,2024-11-28 04:35:55.786676
user_05240,zschaefer@example.org,Earl,Sanders,25.0,Female,USA,Texas,Lake Robert,standard,2023-04-30,True,7.17,Tablet,2.0,2025-07-26 01:09:44.102161
user_05241,brandon43@example.com,Elizabeth,Cross,35.0,Other,Canada,Quebec,East Joshuachester,standard,2023-11-04,True,6.98,Smart TV,2.0,2024-06-20 10:29:20.846387
user_05243,tperez@example.org,Alyssa,Price,47.0,Male,USA,New York,North Sabrina,standard,2023-06-28,True,11.62,Mobile,4.0,2024-06-28 01:35:22.085526
user_05244,catherine73@example.org,Sandra,Jennings,21.0,Male,USA,New York,Brittanyview,basic,2024-04-20,True,11.21,Smart TV,3.0,2024-03-23 09:39:46.191568
user_05246,schwartzjames@example.org,Anna,Wilson,39.0,Male,USA,Arizona,New Amy,premium,2025-05-09,True,30.92,Tablet,4.0,2024-08-20 13:01:14.128736
user_05247,manuelknapp@example.com,Elizabeth,Navarro,44.0,Female,USA,Massachusetts,Rayborough,premium,2023-08-27,True,7.07,Mobile,3.0,2024-04-27 08:30:46.033263
user_05249,austin82@example.net,Chelsey,Williams,13.0,Male,Canada,Quebec,Nortonborough,premium,2023-01-15,True,48.14,Tablet,,2024-08-18 02:40:55.309539
user_05251,edawson@example.org,Karen,Wilcox,24.0,Female,Canada,Prince Edward Island,Reedton,premium,2024-10-31,True,9.96,Gaming Console,,2025-07-30 10:24:33.856978
user_05252,paula90@example.com,Jennifer,Wilcox,30.0,Male,USA,Maryland,Port Ryanstad,premium,2024-01-28,True,3.15,Mobile,6.0,2024-02-27 04:37:47.279042
user_05253,wongwilliam@example.org,Christopher,Brooks,29.0,Other,USA,Pennsylvania,New Amy,basic,2022-10-19,True,15.69,Mobile,2.0,2022-12-14 21:36:53.251894
user_05254,joshuaterry@example.com,Megan,Herrera,36.0,Prefer not to say,USA,Texas,Port Anthonystad,premium,2025-06-08,True,8.12,Smart TV,3.0,2025-03-05 21:52:30.617325
user_05255,frankmorales@example.org,Samuel,Tanner,40.0,,USA,Georgia,Jeffreyberg,standard,2024-03-19,True,40.28,Gaming Console,,2023-08-29 07:47:17.311406
user_05256,madisoncarney@example.org,Sheila,Harris,56.0,Male,USA,New York,South Brandon,premium+,2023-11-08,True,5.08,Gaming Console,3.0,2024-02-17 00:51:30.343883
user_05257,michael17@example.org,Dawn,Larsen,31.0,Female,USA,North Carolina,Clementsmouth,basic,2024-02-11,True,17.8,Tablet,2.0,2023-05-05 18:01:29.729990
user_05258,pamela23@example.org,Carl,Pearson,32.0,,USA,Tennessee,North Lisa,basic,2024-09-11,True,5.16,Desktop,2.0,2023-08-21 17:48:14.041942
user_05260,davidvillanueva@example.org,Karen,Pace,54.0,Female,USA,Georgia,Johnsonchester,premium,2023-11-17,False,9.29,Desktop,2.0,2023-01-21 08:31:17.217278
user_05261,jonathanknox@example.org,John,Martin,46.0,Male,USA,Michigan,North Annhaven,basic,2025-04-30,True,14.51,Gaming Console,8.0,2023-03-10 03:06:24.024462
user_05263,rwade@example.org,Michael,Moore,57.0,Other,USA,Arizona,Ortizfort,standard,2023-09-08,False,11.23,Mobile,2.0,2022-08-28 22:58:38.747843
user_05264,donaldsonnatasha@example.org,John,Andrade,17.0,Female,Canada,Newfoundland and Labrador,Lake Jessicachester,premium,2024-06-04,True,,Mobile,,2024-05-21 04:00:15.697262
user_05265,hallcory@example.net,Abigail,Stanley,32.0,Male,Canada,Prince Edward Island,Garrettview,standard,2024-12-12,True,22.01,Gaming Console,4.0,2022-11-06 11:57:02.699990
user_05266,roy65@example.net,Robert,Gardner,21.0,Male,USA,Tennessee,Sarahchester,standard,2023-09-19,True,33.48,Desktop,3.0,2023-08-28 23:38:26.599281
user_05267,shannon95@example.org,Brandon,Ray,31.0,Male,USA,Pennsylvania,Grayfurt,premium,2023-08-20,False,30.13,Gaming Console,,2024-10-17 21:58:37.819840
user_05268,lkim@example.com,Chad,Jordan,47.0,Female,USA,North Carolina,South Robert,premium,2025-05-15,True,24.68,Gaming Console,3.0,2023-07-19 01:51:03.858598
user_05269,riverakatherine@example.net,William,Ortiz,40.0,Male,USA,Michigan,Henrybury,premium+,2023-01-02,True,18.72,Gaming Console,3.0,2023-08-28 23:39:42.263745
user_05270,nsingh@example.com,Christopher,Wilcox,13.0,Male,USA,Florida,Lake Richardport,basic,2023-06-25,True,1.92,Smart TV,2.0,2024-05-25 19:28:01.241824
user_05271,denisegreer@example.org,Jared,Fisher,42.0,Male,USA,Georgia,East Amandamouth,premium+,2025-03-12,True,,Mobile,2.0,2024-07-06 09:48:20.330799
user_05272,zgarcia@example.net,Jim,Johnson,33.0,Prefer not to say,Canada,Nova Scotia,West Margaret,standard,2024-12-25,True,26.26,Laptop,2.0,2024-06-19 01:18:56.408503
user_05273,carlsonmark@example.org,Thomas,Allen,24.0,Prefer not to say,Canada,Manitoba,New Jean,basic,2025-02-27,True,5.53,Gaming Console,2.0,2025-07-05 00:20:48.842345
user_05274,warrenamber@example.org,Michael,Hull,37.0,,Canada,Manitoba,Hicksbury,standard,2023-11-07,True,31.86,Laptop,,2023-08-27 22:52:49.698858
user_05277,jimmy85@example.com,Anthony,Beasley,55.0,Female,USA,New York,Hollyhaven,basic,2024-02-28,True,7.88,Smart TV,1.0,2024-04-23 13:03:20.796733
user_05278,donnahartman@example.org,Derek,Burton,23.0,Male,USA,Texas,New Lori,standard,2024-02-07,True,6.79,Smart TV,3.0,2023-12-05 19:56:55.449077
user_05279,davidperez@example.org,Michael,Scott,37.0,Female,Canada,New Brunswick,Nicoletown,basic,2025-03-16,True,,Laptop,4.0,2024-03-04 20:29:49.122590
user_05280,aarongreen@example.org,Kelly,Powell,39.0,Female,USA,North Carolina,South Thomas,premium,2024-08-07,True,,Laptop,,2024-08-07 04:22:41.514380
user_05281,kellywheeler@example.com,Kaylee,Mercer,31.0,Other,Canada,Alberta,Hawkinschester,premium,2022-09-08,True,36.07,Laptop,,2023-03-05 22:30:23.952197
user_05282,marcia30@example.com,Krista,Singh,36.0,Male,USA,Pennsylvania,Adamsland,standard,2023-12-08,True,5.02,Desktop,4.0,2022-09-28 06:08:39.313306
user_05283,jelliott@example.org,Ann,Lewis,53.0,Male,USA,Maryland,Robinsontown,standard,2025-02-17,True,18.11,Gaming Console,,2025-07-19 12:43:19.012382
user_05285,sarahlee@example.net,Julia,Woods,31.0,Female,USA,Missouri,West Natalie,standard,2024-03-08,False,15.89,Tablet,3.0,2024-06-06 05:56:50.797846
user_05286,danielenglish@example.net,Monique,Obrien,35.0,Male,USA,Illinois,Chapmanside,standard,2025-02-07,False,1.16,Laptop,1.0,2024-11-24 17:12:23.812898
user_05287,shawn28@example.net,Christina,Patton,45.0,Male,USA,Massachusetts,Port Josephmouth,premium,2023-09-19,True,28.27,Smart TV,4.0,2025-03-22 07:47:46.782584
user_05288,nicole81@example.net,Eric,Davis,17.0,Male,Canada,Manitoba,Port Sarahview,standard,2023-12-17,True,14.31,Laptop,,2024-04-16 03:16:29.227509
user_05289,warrenadam@example.com,Nichole,Cohen,17.0,,USA,Indiana,South Timothy,standard,2024-04-20,True,9.2,Laptop,1.0,2022-11-19 23:40:43.014756
user_05290,hjones@example.com,Kathryn,Thompson,21.0,Female,USA,Missouri,East Rebekah,premium+,2023-06-08,True,17.7,Mobile,3.0,2023-05-03 20:56:37.544377
